SQLDATE,S_Log_All_Crisis_Yes,S_Log_Exchange
19may2015,8.023355,0.105946
20may2015,8.01846,0.1068199
21may2015,8.016019,0.1074426
22may2015,8.015628,0.1078556
23may2015,8.0116,0.1080947
24may2015,8.003594,0.1081904
25may2015,7.996559,0.1080258
26may2015,7.993253,0.107663
27may2015,7.993825,0.1071671
28may2015,7.997967,0.1066414
29may2015,8.003127,0.1060968
30may2015,8.002654,0.1055423
31may2015,7.99959,0.1049115
20150601,8.000349,0.104422
20150602,8.004206,0.1041902
20150603,8.010399,0.104157
20150604,8.018877,0.1041393
20150605,8.028821,0.1041345
20150606,8.034803,0.10414
20150607,8.038661,0.1042648
20150608,8.046268,0.1045313
20150609,8.055749,0.1049303
20150610,8.068158,0.1053695
20150611,8.082211,0.1058742
20150612,8.095838,0.106427
20150613,8.102911,0.1070132
20150614,8.105284,0.1076099
20150615,8.110971,0.1081843
20150616,8.120124,0.1087402
20150617,8.132217,0.1094169
20150618,8.147813,0.110124
20150619,8.164979,0.1108485
20150620,8.177126,0.11158
20150621,8.186134,0.1123477
20150622,8.198381,0.1129704
20150623,8.212481,0.1134588
20150624,8.227864,0.1138494
20150625,8.244316,0.1141213
20150626,8.260827,0.1142942
20150627,8.272923,0.1143853
20150628,8.282035,0.1144306
20150629,8.295666,0.1144151
20150630,8.313095,0.1142876
20150701,8.332882,0.114076
20150702,8.352482,0.1137985
20150703,8.370398,0.1134703
20150704,8.384984,0.1131043
20150705,8.400108,0.1126988
20150706,8.422539,0.1121527
20150707,8.44966,0.1116072
20150708,8.47706,0.111025
20150709,8.503358,0.1105318
20150710,8.52907,0.1101155
20150711,8.550028,0.1097657
20150712,8.567566,0.1093559
20150713,8.585792,0.1088972
20150714,8.602285,0.1083579
20150715,8.616695,0.1076975
20150716,8.630054,0.1068995
20150717,8.641183,0.105998
20150718,8.645793,0.1050219
20150719,8.642788,0.1039968
20150720,8.638695,0.103013
20150721,8.634175,0.102033
20150722,8.629126,0.1011502
20150723,8.622544,0.1003549
20150724,8.614608,0.0996384
20150725,8.599508,0.0989929
20150726,8.577898,0.0985346
20150727,8.557533,0.0981809
20150728,8.539383,0.0978894
20150729,8.522649,0.0975489
20150730,8.506269,0.0972762
20150731,8.489175,0.0970611
20150801,8.46772,0.0968947
20150802,8.441965,0.0967095
20150803,8.41808,0.0965027
20150804,8.395681,0.0962025
20150805,8.375805,0.0958793
20150806,8.357648,0.0955735
20150807,8.34219,0.095285
20150808,8.322988,0.0950133
20150809,8.300214,0.0947907
20150810,8.281041,0.0946537
20150811,8.265375,0.0947277
20150812,8.252443,0.0949235
20150813,8.242257,0.0951855
20150814,8.234365,0.0954985
20150815,8.223118,0.0958496
20150816,8.208134,0.0961992
20150817,8.194407,0.096499
20150818,8.183339,0.0967852
20150819,8.175851,0.0971825
20150820,8.172023,0.0978041
20150821,8.171559,0.0986011
20150822,8.169509,0.0995323
20150823,8.170199,0.1007582
20150824,8.172944,0.1020627
20150825,8.178517,0.1034002
20150826,8.185069,0.1046176
20150827,8.191338,0.1056658
20150828,8.198885,0.1065664
20150829,8.202533,0.1073385
20150830,8.202312,0.1080184
20150831,8.201971,0.1086784
20150901,8.203092,0.1092969
20150902,8.205548,0.1097521
20150903,8.210364,0.1100822
20150904,8.218085,0.1103076
20150905,8.222848,0.1104461
20150906,8.225289,0.1105127
20150907,8.229654,0.1105787
20150908,8.237702,0.1106284
20150909,8.247195,0.1107508
20150910,8.256495,0.1109982
20150911,8.265164,0.1113444
20150912,8.268544,0.1117671
20150913,8.268,0.1122202
20150914,8.268094,0.1126517
20150915,8.269585,0.1131005
20150916,8.272093,0.1135657
20150917,8.274252,0.1140803
20150918,8.276894,0.1146297
20150919,8.275355,0.1152017
20150920,8.272586,0.1156499
20150921,8.271482,0.1159298
20150922,8.272115,0.1160947
20150923,8.274234,0.1162469
20150924,8.276993,0.1163338
20150925,8.27951,0.1163671
20150926,8.276873,0.1163565
20150927,8.271293,0.1163497
20150928,8.268246,0.116355
20150929,8.266208,0.116295
20150930,8.266022,0.1162168
01oct2015,8.265553,0.1161922
02oct2015,8.265121,0.1162112
03oct2015,8.259704,0.1162655
04oct2015,8.250633,0.11628
05oct2015,8.243625,0.1163211
06oct2015,8.23823,0.116368
07oct2015,8.234267,0.1164486
08oct2015,8.231677,0.1166272
09oct2015,8.229465,0.1168833
10oct2015,8.222952,0.1171998
11oct2015,8.21053,0.1175618
12oct2015,8.199669,0.117974
13oct2015,8.191186,0.1184708
14oct2015,8.185029,0.1190145
15oct2015,8.181199,0.1195399
16oct2015,8.179428,0.1200453
17oct2015,8.174536,0.1205292
18oct2015,8.166508,0.1209559
19oct2015,8.161817,0.1213661
20oct2015,8.159248,0.1217467
21oct2015,8.142027,0.121917
22oct2015,8.110167,0.1218035
23oct2015,8.088101,0.1214611
24oct2015,8.067966,0.1209368
25oct2015,8.048808,0.1203021
26oct2015,8.036058,0.1195853
27oct2015,8.028714,0.1188217
28oct2015,8.0256,0.1179344
29oct2015,8.027289,0.1170275
30oct2015,8.032274,0.1161139
31oct2015,8.034097,0.1152039
20151101,8.030822,0.1142916
20151102,8.028987,0.1133135
20151103,8.030424,0.1122141
20151104,8.036277,0.1110347
20151105,8.044926,0.1096885
20151106,8.054531,0.1082207
20151107,8.058724,0.1066691
20151108,8.057238,0.1050846
20151109,8.057652,0.1034138
20151110,8.060946,0.1016898
20151111,8.066476,0.1000164
20151112,8.074856,0.0983579
20151113,8.084709,0.0967281
20151114,8.090636,0.0951377
20151115,8.092715,0.0935823
20151116,8.097239,0.0920012
20151117,8.104174,0.090419
20151118,8.111926,0.0889528
20151119,8.121116,0.0875147
20151120,8.13065,0.0861138
20151121,8.135181,0.0847571
20151122,8.134723,0.0833952
20151123,8.134768,0.0820897
20151124,8.136074,0.0808092
20151125,8.139212,0.0795616
20151126,8.14255,0.0783343
20151127,8.14543,0.0771359
20151128,8.144248,0.0759726
20151129,8.139879,0.0748175
20151130,8.136919,0.0737351
01dec2015,8.135448,0.0726783
02dec2015,8.135421,0.0719591
03dec2015,8.138422,0.071504
04dec2015,8.143024,0.0712675
05dec2015,8.143611,0.0712103
06dec2015,8.140348,0.0712584
07dec2015,8.138881,0.0714246
08dec2015,8.140621,0.0717834
09dec2015,8.144972,0.072262
10dec2015,8.150731,0.072882
11dec2015,8.157823,0.0736102
12dec2015,8.161641,0.0744189
13dec2015,8.160845,0.0753056
14dec2015,8.161212,0.0761426
15dec2015,8.162232,0.0769548
16dec2015,8.163459,0.0776165
17dec2015,8.164545,0.0781893
18dec2015,8.165757,0.0786844
19dec2015,8.16221,0.0791116
20dec2015,8.153764,0.0795467
21dec2015,8.147031,0.0800367
22dec2015,8.144339,0.0804721
23dec2015,8.143198,0.0809321
24dec2015,8.105386,0.0814075
25dec2015,8.068895,0.0818906
26dec2015,8.031926,0.0823751
27dec2015,7.994012,0.0828815
28dec2015,7.960982,0.0833393
29dec2015,7.932975,0.0837494
30dec2015,7.909472,0.0840683
31dec2015,7.887418,0.08431
20160101,7.863752,0.0844867
20160102,7.8382,0.0846091
20160103,7.814701,0.0846345
20160104,7.795899,0.0845255
20160105,7.78193,0.0843263
20160106,7.772879,0.0841466
20160107,7.768405,0.0840077
20160108,7.766182,0.0839031
20160109,7.761927,0.0838273
20160110,7.755042,0.0837692
20160111,7.751712,0.0836883
20160112,7.752179,0.0836127
20160113,7.756592,0.0835422
20160114,7.76604,0.08357
20160115,7.778754,0.0836772
20160116,7.789072,0.0838475
20160117,7.795289,0.0840673
20160118,7.803343,0.084272
20160119,7.812908,0.0844641
20160120,7.825497,0.0845753
20160121,7.840694,0.0846021
20160122,7.857831,0.0845604
20160123,7.871938,0.0844636
20160124,7.883871,0.0843397
20160125,7.899071,0.0842081
20160126,7.917332,0.0840908
20160127,7.938758,0.0840643
20160128,7.962389,0.0840014
20160129,7.986477,0.0839096
20160130,8.00719,0.0837954
20160131,8.020992,0.0837156
20160201,8.034777,0.083683
20160202,8.049648,0.0838191
20160203,8.064497,0.0842236
20160204,8.080362,0.0847804
20160205,8.095937,0.0854552
20160206,8.106207,0.0862186
20160207,8.111855,0.0870813
20160208,8.119581,0.0881315
20160209,8.128437,0.0892537
20160210,8.137496,0.0905471
20160211,8.147741,0.0918537
20160212,8.159464,0.093158
20160213,8.16784,0.0944474
20160214,8.171509,0.0957118
20160215,8.175138,0.0968585
20160216,8.179182,0.0978983
20160217,8.1836,0.0987979
20160218,8.188354,0.0996065
20160219,8.193971,0.1003333
20160220,8.195505,0.1009866
20160221,8.1932,0.1014753
20160222,8.193254,0.1018241
20160223,8.198134,0.1020605
20160224,8.206997,0.1022081
20160225,8.218962,0.1021967
20160226,8.231917,0.1020566
20160227,8.240641,0.1018136
20160228,8.244493,0.101431
20160229,8.249146,0.1009199
01mar2016,8.255915,0.1003078
02mar2016,8.264694,0.0997147
03mar2016,8.274905,0.0991993
04mar2016,8.286297,0.098752
05mar2016,8.293737,0.0983644
06mar2016,8.298512,0.0980235
07mar2016,8.303465,0.0977457
08mar2016,8.309601,0.0975163
09mar2016,8.316412,0.0974546
10mar2016,8.323662,0.0975455
11mar2016,8.292645,0.0977591
12mar2016,8.264826,0.0980699
13mar2016,8.239119,0.0983909
14mar2016,8.219655,0.0987214
15mar2016,8.207915,0.0990229
16mar2016,8.2021,0.0995133
17mar2016,8.200262,0.1001304
18mar2016,8.200916,0.1008441
19mar2016,8.164323,0.1016288
20mar2016,8.13247,0.1024349
21mar2016,8.109254,0.1032217
22mar2016,8.093349,0.1039368
23mar2016,8.082835,0.1045769
24mar2016,8.075613,0.1051507
25mar2016,8.069449,0.1056651
26mar2016,8.060766,0.1061262
27mar2016,8.050159,0.1065806
28mar2016,8.041412,0.1070197
29mar2016,8.042123,0.1075539
30mar2016,8.048736,0.1082126
31mar2016,8.05886,0.1089611
20160401,8.070829,0.1097749
20160402,8.079789,0.1106334
20160403,8.086148,0.1115205
20160404,8.098461,0.1124113
20160405,8.114556,0.1133453
20160406,8.13283,0.1142663
20160407,8.151698,0.1151853
20160408,8.171652,0.1160933
20160409,8.188066,0.1169834
20160410,8.199563,0.1178554
20160411,8.211862,0.118689
20160412,8.225423,0.1193827
20160413,8.239453,0.1199393
20160414,8.252953,0.1204085
20160415,8.266639,0.1208022
20160416,8.283325,0.1211308
20160417,8.297843,0.1214273
20160418,8.311687,0.1217415
20160419,8.324222,0.1220273
20160420,8.335166,0.1222616
20160421,8.344547,0.1223968
20160422,8.352173,0.1224504
20160423,8.354289,0.1224373
20160424,8.349929,0.1224016
20160425,8.346204,0.1223866
20160426,8.344239,0.1223923
20160427,8.343012,0.1224173
20160428,8.34242,0.1225595
20160429,8.341193,0.1227953
20160430,8.334711,0.1231045
01may2016,8.321735,0.1235354
02may2016,8.309166,0.1240537
03may2016,8.298985,0.1246184
04may2016,8.290713,0.1251434
05may2016,8.283118,0.125646
06may2016,8.276839,0.1261252
07may2016,8.266751,0.1265809
08may2016,8.255999,0.1269962
09may2016,8.249312,0.1273606
10may2016,8.245214,0.127731
11may2016,8.242677,0.1280464
12may2016,8.241033,0.1282383
13may2016,8.241115,0.1283282
14may2016,8.236983,0.1283346
15may2016,8.227139,0.1283034
16may2016,8.218178,0.1282499
17may2016,8.211722,0.1281251
18may2016,8.208193,0.1278884
19may2016,8.210327,0.1275574
20may2016,8.215682,0.1271532
21may2016,8.217448,0.1266939
22may2016,8.214141,0.126181
23may2016,8.212735,0.1255878
24may2016,8.215154,0.1249436
25may2016,8.220636,0.1242913
26may2016,8.228846,0.1235996
27may2016,8.238887,0.1228829
28may2016,8.246566,0.1221531
29may2016,8.251304,0.1214201
30may2016,8.254813,0.1206871
31may2016,8.258869,0.1199886
20160601,8.262168,0.1193177
20160602,8.264574,0.1188298
20160603,8.266917,0.118495
20160604,8.265322,0.1182875
20160605,8.257495,0.1182065
20160606,8.248411,0.1182251
20160607,8.239759,0.1183682
20160608,8.232567,0.1185482
20160609,8.227529,0.1187139
20160610,8.224098,0.1188663
20160611,8.215628,0.1190065
20160612,8.201963,0.1191362
20160613,8.1893,0.1191885
20160614,8.179443,0.119207
20160615,8.170875,0.1191257
20160616,8.164477,0.1190517
20160617,8.160328,0.1189845
20160618,8.152918,0.1189233
20160619,8.141048,0.1189226
20160620,8.132421,0.1189213
20160621,8.126587,0.1189408
20160622,8.122835,0.1190538
20160623,8.121142,0.1190218
20160624,8.12204,0.1188726
20160625,8.121889,0.11863
20160626,8.121817,0.1182222
20160627,8.125949,0.1177116
20160628,8.132097,0.1171799
20160629,8.138659,0.1165595
20160630,8.146646,0.1159755
20160701,8.153893,0.1154267
20160702,8.157047,0.114912
20160703,8.15373,0.1144301
20160704,8.15151,0.1139209
20160705,8.152728,0.1133922
20160706,8.15596,0.112842
20160707,8.163398,0.1122555
20160708,8.174889,0.1116455
20160709,8.183659,0.1110225
20160710,8.191082,0.1104016
20160711,8.20062,0.1098148
20160712,8.211705,0.1092957
20160713,8.222531,0.1088341
20160714,8.232987,0.1083784
20160715,8.243025,0.107932
20160716,8.251278,0.1074978
20160717,8.255751,0.107093
20160718,8.259432,0.1066601
20160719,8.260953,0.1062022
20160720,8.260953,0.105737
20160721,8.260683,0.1052268
20160722,8.259597,0.1046852
20160723,8.254955,0.1041236
20160724,8.246,0.1035624
20160725,8.236753,0.1030107
20160726,8.228014,0.102476
20160727,8.221864,0.1020562
20160728,8.217316,0.1018004
20160729,8.213619,0.1016798
20160730,8.204962,0.10167
20160731,8.191935,0.1017572
20160801,8.180882,0.1019659
20160802,8.172142,0.1022217
20160803,8.165016,0.1024808
20160804,8.158434,0.1026915
20160805,8.151552,0.1028608
20160806,8.138388,0.1029949
20160807,8.120493,0.1030973
20160808,8.10391,0.103202
20160809,8.089466,0.103362
20160810,8.077683,0.1035627
20160811,8.068624,0.1037979
20160812,8.061738,0.1040587
20160813,8.05175,0.1043376
20160814,8.038691,0.1046526
20160815,8.027056,0.1050629
20160816,8.016927,0.1055341
20160817,8.009214,0.1061126
20160818,8.004006,0.1067652
20160819,7.999108,0.1074714
20160820,7.989288,0.1082138
20160821,7.975337,0.1089675
20160822,7.9644,0.1097177
20160823,7.957531,0.1104113
20160824,7.95643,0.1110681
20160825,7.960209,0.1116557
20160826,7.965883,0.1121814
20160827,7.967668,0.1126517
20160828,7.966174,0.1130233
20160829,7.964571,0.1132826
20160830,7.966776,0.1134448
20160831,7.971529,0.1135696
20160901,7.977244,0.1136307
20160902,7.98309,0.1136397
20160903,7.983974,0.1136062
20160904,7.979877,0.1135388
20160905,7.976757,0.113515
20160906,7.975903,0.1135278
20160907,7.97642,0.113586
20160908,7.978728,0.1136431
20160909,7.985501,0.1136987
20160910,7.989203,0.1137525
20160911,7.987875,0.1138186
20160912,7.98843,0.1139047
20160913,7.990907,0.1140319
20160914,7.99455,0.1141688
20160915,7.999341,0.1142356
20160916,8.005088,0.1142448
20160917,8.005615,0.1142073
20160918,8.001895,0.1141494
20160919,8.000671,0.1140693
20160920,8.002516,0.1139657
20160921,8.007548,0.1139012
20160922,8.015368,0.1138638
20160923,8.024262,0.1138487
20160924,8.029541,0.1138517
20160925,8.030784,0.1139113
20160926,8.033852,0.1139608
20160927,8.038045,0.1139946
20160928,8.044336,0.1140546
20160929,8.052168,0.1141297
20160930,8.060891,0.1142165
01oct2016,8.064893,0.1143117
02oct2016,8.063992,0.114388
03oct2016,8.065186,0.1144499
04oct2016,8.068322,0.1144852
05oct2016,8.072983,0.1144647
06oct2016,8.07947,0.1143974
07oct2016,8.085905,0.1142928
08oct2016,8.086597,0.114159
09oct2016,8.082058,0.1140031
10oct2016,8.079445,0.113746
11oct2016,8.078877,0.1133661
12oct2016,8.07965,0.1129124
13oct2016,8.081258,0.1123551
14oct2016,8.084141,0.1117197
15oct2016,8.081512,0.1110272
16oct2016,8.072994,0.1103092
17oct2016,8.065655,0.1095749
18oct2016,8.060673,0.1088064
19oct2016,8.056833,0.1079889
20oct2016,8.055347,0.1070773
21oct2016,8.056155,0.1060987
22oct2016,8.052749,0.1050755
23oct2016,8.04425,0.1040468
24oct2016,8.038102,0.1030257
25oct2016,8.03507,0.1020447
26oct2016,8.036686,0.1010952
27oct2016,8.040431,0.100208
28oct2016,8.045771,0.0993802
29oct2016,8.046329,0.0986089
30oct2016,8.042989,0.0979164
31oct2016,8.040868,0.0973676
20161101,8.040471,0.0970101
20161102,8.042817,0.0967887
20161103,8.046128,0.0967039
20161104,8.050037,0.0967306
20161105,8.050786,0.0968475
20161106,8.046783,0.0969613
20161107,8.045256,0.0970679
20161108,8.045428,0.0970928
20161109,8.046583,0.0969874
20161110,8.049433,0.0967773
20161111,8.052688,0.0964847
20161112,8.051962,0.096128
20161113,8.046298,0.0955759
20161114,8.043367,0.0948738
20161115,8.045107,0.094032
20161116,8.052085,0.0930452
20161117,8.062898,0.0918982
20161118,8.075745,0.0906327
20161119,8.083485,0.0892841
20161120,8.086834,0.0878787
20161121,8.090013,0.0864613
20161122,8.095231,0.0849934
20161123,8.101965,0.0834993
20161124,8.108816,0.0820321
20161125,8.116168,0.0806013
20161126,8.119541,0.0792144
20161127,8.118531,0.0778588
20161128,8.118199,0.0765894
20161129,8.119082,0.0753572
20161130,8.121458,0.0742202
01dec2016,8.124495,0.0732019
02dec2016,8.129232,0.0722897
03dec2016,8.12984,0.0714728
04dec2016,8.127663,0.0707944
05dec2016,8.129843,0.0702294
06dec2016,8.134604,0.0698001
07dec2016,8.139772,0.0693606
08dec2016,8.145933,0.0688379
09dec2016,8.151358,0.068253
10dec2016,8.151172,0.0676235
11dec2016,8.146045,0.0670258
12dec2016,8.141632,0.066487
13dec2016,8.138987,0.0660212
14dec2016,8.136784,0.0653517
15dec2016,8.135806,0.0646019
16dec2016,8.134321,0.0637944
17dec2016,8.127749,0.0629483
18dec2016,8.114743,0.0620679
19dec2016,8.102994,0.0611167
20dec2016,8.093835,0.0601512
21dec2016,8.086859,0.0592098
22dec2016,8.081032,0.0582943
23dec2016,8.079602,0.0574091
24dec2016,8.077682,0.0565572
25dec2016,8.070149,0.0557408
26dec2016,8.059269,0.0549699
27dec2016,8.04721,0.0541774
28dec2016,8.035423,0.0534682
29dec2016,8.025311,0.0528965
30dec2016,8.016744,0.0524417
31dec2016,8.008118,0.0520862
20170101,7.996027,0.0518146
20170102,7.982436,0.0514841
20170103,7.970687,0.0511666
20170104,7.961807,0.0509786
20170105,7.955683,0.0508613
20170106,7.952082,0.0508026
20170107,7.947976,0.050792
20170108,7.942455,0.0508354
20170109,7.941534,0.0509185
20170110,7.94455,0.0509655
20170111,7.949708,0.0511386
20170112,7.958591,0.0513737
20170113,7.971694,0.0516567
20170114,7.981567,0.0519755
20170115,7.986555,0.0523203
20170116,7.991547,0.0527483
20170117,7.998254,0.0532272
20170118,8.006472,0.0536938
20170119,8.016191,0.0541458
20170120,8.027078,0.0545814
20170121,8.034916,0.0549993
20170122,8.041029,0.0555018
20170123,8.047549,0.056076
20170124,8.054697,0.0566971
20170125,8.062725,0.0572817
20170126,8.072329,0.0578497
20170127,8.083014,0.0583984
20170128,8.090699,0.0589262
20170129,8.093446,0.0594232
20170130,8.096673,0.0599957
20170131,8.10112,0.06059
20170201,8.106764,0.061237
20170202,8.112823,0.0619109
20170203,8.120466,0.0625998
20170204,8.121786,0.0632941
20170205,8.119685,0.063929
20170206,8.118159,0.0644712
20170207,8.117408,0.0649498
20170208,8.117799,0.0653252
20170209,8.11977,0.0656057
20170210,8.122696,0.0658067
20170211,8.122024,0.0659411
20170212,8.116161,0.0659761
20170213,8.11259,0.0659057
20170214,8.111391,0.0657694
20170215,8.113704,0.0656405
20170216,8.118654,0.0654756
20170217,8.126005,0.0652831
20170218,8.128956,0.0650702
20170219,8.126035,0.064843
20170220,8.125249,0.0645469
20170221,8.12719,0.0642017
20170222,8.132138,0.0638496
20170223,8.138887,0.0634896
20170224,8.145747,0.063127
20170225,8.146944,0.0627658
20170226,8.142754,0.0624509
20170227,8.139653,0.0621709
20170228,8.13884,0.0618711
01mar2017,8.140596,0.0615108
02mar2017,8.14277,0.0611412
03mar2017,8.146108,0.0607676
04mar2017,8.144895,0.0603947
05mar2017,8.138199,0.0600581
06mar2017,8.132628,0.0597506
07mar2017,8.127412,0.0594366
08mar2017,8.124462,0.0591574
09mar2017,8.123741,0.0589853
10mar2017,8.12337,0.0589018
11mar2017,8.118919,0.0588908
12mar2017,8.107846,0.0589415
13mar2017,8.098326,0.0590182
14mar2017,8.091561,0.0591011
15mar2017,8.086171,0.0592893
16mar2017,8.082643,0.0595646
17mar2017,8.082032,0.0599077
18mar2017,8.076509,0.0603023
19mar2017,8.065979,0.0607458
20mar2017,8.057524,0.0612765
21mar2017,8.051012,0.0618632
22mar2017,8.046905,0.0624773
23mar2017,8.045215,0.0631252
24mar2017,8.045917,0.0637939
25mar2017,8.044658,0.0644727
26mar2017,8.037457,0.0652231
27mar2017,8.032849,0.0659963
28mar2017,8.030471,0.0666915
29mar2017,8.031831,0.0672885
30mar2017,8.035327,0.0677739
31mar2017,8.040846,0.068164
20170401,8.041598,0.0684731
20170402,8.040595,0.0686732
20170403,8.043301,0.0687914
20170404,8.049322,0.0688394
20170405,8.057015,0.0688205
20170406,8.06484,0.0687147
20170407,8.072718,0.0685397
20170408,8.075848,0.0683103
20170409,8.073703,0.0680297
20170410,8.07604,0.0677181
20170411,8.082799,0.0673815
20170412,8.088561,0.067046
20170413,8.09233,0.0667101
20170414,8.09209,0.0663771
20170415,8.08534,0.0660499
20170416,8.071568,0.0657634
20170417,8.056573,0.065556
20170418,8.043447,0.0654155
20170419,8.032454,0.0653782
20170420,8.024862,0.0653652
20170421,8.021283,0.065372
